基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立以来,手续费
519013,海富通风格优势混合,2020-12-31,1.2290,2.3350,1.82,6.22,10.82,16.05,24.39,61.92,155.51,75.57,61.92,194.0217,0.15%
519039,长盛同德主题混合,2020-12-31,2.0883,5.9840,2.43,6.22,12.44,17.21,20.97,39.08,83.86,36.66,39.08,108.83,0.15%
161628,融通中证云计算与大数据主题指数(LOF),2020-12-31,1.2402,0.8941,2.23,6.22,-0.47,6.64,37.49,51.06,85.86,34.47,51.06,-8.0514,0.12%
000021,华夏优势增长混合,2020-12-31,3.1120,4.2820,2.23,6.21,15.86,24.83,32.88,62.34,138.83,73.76,62.34,537.2937,0.15%
162605,景顺长城鼎益混合(LOF),2020-12-31,3.4360,6.2270,1.84,6.21,21.28,27.26,61.69,93.03,226.34,171.74,93.03,2363.0238,0.15%
009141,泰达价值长青混合A,2020-12-31,1.3095,1.3095,1.87,6.21,15.49,22.92,30.94,,,,,30.95,0.15%
009142,泰达价值长青混合C,2020-12-31,1.3075,1.3075,1.87,6.21,15.46,22.83,30.75,,,,,30.75,0.00%
001042,华夏领先股票,2020-12-31,0.8740,0.8740,2.58,6.20,17.16,16.69,18.91,44.22,92.94,22.41,44.22,-12.60,0.15%
100020,富国天益价值混合,2020-12-31,2.9407,6.4470,2.50,6.19,21.31,24.43,48.06,89.30,198.90,134.83,89.30,2554.8799,0.15%
002304,平安安心灵活配置混合A,2020-12-31,1.6291,1.6291,2.04,6.19,19.87,20.86,33.25,48.48,58.32,58.78,48.48,62.91,0.12%
007048,平安安心灵活配置混合C,2020-12-31,1.6284,1.6284,2.04,6.19,19.83,20.81,33.16,48.31,,,48.31,57.8366,0.00%
009116,东兴中证消费50A,2020-12-31,1.6037,1.6037,2.24,6.19,13.22,21.47,41.72,,,,,60.37,0.06%
009117,东兴中证消费50C,2020-12-31,1.6025,1.6025,2.24,6.19,13.21,21.45,41.65,,,,,60.25,0.00%
590008,中邮战略新兴产业混合,2020-12-31,6.1830,6.1830,3.02,6.18,10.55,18.58,25.21,50.88,119.18,91.66,50.88,518.30,0.15%
009542,银华富利精选混合,2020-12-31,1.1334,1.1334,1.48,6.18,17.40,15.88,,,,,,13.34,0.15%
001449,华商双驱优选混合,2020-12-31,1.6010,1.7910,3.42,6.17,3.56,7.16,0.38,28.08,94.77,48.38,28.08,89.5188,0.15%
001679,前海开源中国稀缺资产混合A,2020-12-31,3.12,3.12,2.23,6.16,20.70,28.71,42.73,118.03,297.96,286.62,118.03,212,0.15%
005812,鹏华产业精选,2020-12-31,2.48,2.48,1.71,6.16,17.85,29.17,42.75,94.07,256.07,,94.07,148,0.15%
002079,前海开源中国稀缺资产混合C,2020-12-31,3.2660,3.2660,2.22,6.14,20.65,28.63,42.62,117.88,297.32,285.14,117.88,226.60,0.15%
217013,招商中小盘混合,2020-12-31,3.46,3.46,2.16,6.13,15.10,18.01,34,80.68,190.03,103.29,80.68,246,0.15%
006049,恒越研究精选混合A/B,2020-12-31,2.1082,2.1082,2.15,6.13,18.96,30.82,62.76,85.61,129.90,,85.61,110.82,0.15%
007192,恒越研究精选混合C,2020-12-31,2.1016,2.1016,2.15,6.13,18.94,30.76,62.60,85.28,,,85.28,83.3217,0.00%
009330,鹏华成长价值混合A,2020-12-31,1.3437,1.3437,1.84,6.13,17.24,22.04,29.19,,,,,34.37,0.15%
005241,中欧时代智慧混合A,2020-12-31,2.2668,2.3674,1.67,6.12,19.29,31.26,46.25,91.21,194.17,,91.21,147.9582,0.15%
009331,鹏华成长价值混合C,2020-12-31,1.3371,1.3371,1.84,6.12,17.17,21.81,28.67,,,,,33.71,0.00%
163803,中银持续增长混合A,2020-12-31,0.6615,4.2814,2.26,6.11,19.06,20.12,37.18,64.19,105.24,64.59,64.19,667.7338,0.15%
519664,银河美丽混合A,2020-12-31,2.8860,3.4470,2.09,6.10,17.94,13.80,20.75,58.14,136.03,74.42,58.14,300.1101,0.15%
003659,山西策略灵活配置混合,2020-12-31,1.6862,1.6862,2.65,6.10,15.05,19.66,28.83,76.03,111.38,61.14,76.03,68.62,0.15%
005242,中欧时代智慧混合C,2020-12-31,2.2080,2.3086,1.67,6.10,19.21,31.02,45.69,89.71,189.25,,89.71,141.8706,0.00%
180003,银华-道琼斯88指数A,2020-12-31,1.8022,3.8407,1.83,6.09,17.64,22.39,44.63,54.93,111.36,66.43,54.93,771.3999,0.15%
008975,富国中证消费50ETF联接A,2020-12-31,1.7975,1.7975,2.15,6.09,13.33,22.52,42.83,,,,,79.75,0.12%
008976,富国中证消费50ETF联接C,2020-12-31,1.7919,1.7919,2.15,6.09,13.29,22.41,42.54,,,,,79.19,0.00%
002043,天治研究驱动混合C,2020-12-31,2.2860,2.2860,2.05,6.08,15.16,20.38,40.94,67.72,153.16,100.70,67.72,110.1103,0.10%
007689,国投瑞银新能源混合A,2020-12-31,2.0897,2.1597,2.44,6.08,20.84,30.41,45.65,103.61,,,103.61,122.8696,0.15%
007690,国投瑞银新能源混合C,2020-12-31,2.0804,2.1504,2.44,6.07,20.80,30.29,45.36,102.80,,,102.80,121.8869,0.00%
350009,天治研究驱动混合A,2020-12-31,2.52,2.6890,2.02,6.06,15.23,20.52,41.10,68.22,154.80,102.74,68.22,195.1486,0.10%
519665,银河美丽混合C,2020-12-31,2.7490,3.2660,2.04,6.06,17.83,13.50,20.15,56.55,131.10,68.98,56.55,275.6339,0.00%
005903,泰达宏利绩优混合,2020-12-31,2.2715,2.2715,1.79,6.06,14.80,20.50,27.14,65.13,158.24,,65.13,127.15,0.15%
000423,前海开源事件驱动混合A,2020-12-31,2.07,2.07,3.50,6.05,4.07,5.13,8.72,24.92,81.58,44.55,24.92,107,0.15%
005226,山西改革精选灵活配置混合,2020-12-31,1.5411,1.5411,2.23,6.05,14.96,17.39,24.80,65.50,76.23,,65.50,54.0946,0.15%
001126,上投摩根卓越制造股票,2020-12-31,1.7156,1.8451,1.99,6.04,17.87,20.01,40.48,102.28,249.61,155.93,102.28,85.2920,0.15%
400032,东方主题精选混合,2020-12-31,1.3958,1.3958,2.16,6.04,15.84,21.19,51.54,108.42,182.78,84.53,108.42,39.58,0.15%
002168,嘉实智能汽车股票,2020-12-31,3.5970,3.5970,1.67,6.04,20.99,36.92,48.09,93.91,221.16,141.41,93.91,259.70,0.15%
001715,工银新焦点混合A,2020-12-31,2.4060,2.4060,1.99,6.04,18.81,24.28,41.70,91.71,133.37,121.96,91.71,140.60,0.15%
004139,中邮军民融合灵活配置混合,2020-12-31,1.8089,1.8089,4.33,6.03,14.89,23.37,69.40,92.66,135.11,82.75,92.66,80.89,0.15%
006267,诺德量化核心A,2020-12-31,1.8477,1.8977,2.26,6.03,15.14,12.52,10.94,57.67,93.25,,57.67,93.4602,0.15%
006268,诺德量化核心C,2020-12-31,1.8437,1.8937,2.27,6.03,15.12,12.49,10.89,57.51,92.87,,57.51,93.0446,0.00%
001998,工银新焦点混合C,2020-12-31,2.3430,2.3430,1.96,6.02,18.69,24.10,41.14,90.49,130.61,118.16,90.49,134.30,0.00%
001865,前海开源事件驱动混合C,2020-12-31,1.8860,1.8860,3.51,6.01,4.08,5.13,8.70,24.82,81.17,44.19,24.82,88.60,0.15%
160624,鹏华消费领先混合,2020-12-31,4.1670,3.8740,2.13,6,14.57,18.45,29.25,79.30,194.07,123.91,79.30,316.70,0.15%
001685,汇添富沪港深新价值股票,2020-12-31,1.5890,1.5890,2.06,6,13.42,13.58,21.86,44.32,66.39,20.93,44.32,58.90,0.15%
000993,华宝稳健回报混合,2020-12-31,1.6950,1.6950,1.99,6,20.99,25.93,53.39,97.09,154.12,73.67,97.09,69.50,0.15%
590001,中邮核心优选混合,2020-12-31,1.9780,3.1980,2.87,6,10.22,18.41,27.56,51.12,110.76,53.07,51.12,299.3019,0.15%
006408,汇添富消费升级混合,2020-12-31,2.4961,2.4961,2.01,6,15.14,15.98,34.82,76.93,149.51,,76.93,149.61,0.15%
630016,华商价值共享混合发起式,2020-12-31,3.7680,4.1280,2.20,5.99,16.58,23.70,31.93,75.58,173.44,84.52,75.58,375.7342,0.15%
320006,诺安灵活配置混合,2020-12-31,3.4310,4.0110,2.08,5.99,15.33,33.71,36.10,56.24,89.56,39.41,56.24,473.5071,0.18%
009539,兴业睿进混合A,2020-12-31,1.1944,1.1944,2.27,5.99,15.28,18.37,,,,,,19.44,0.15%
009853,中加优势企业混合A,2020-12-31,1.2531,1.2531,1.52,5.99,15.64,27.39,,,,,,25.31,0.15%
004789,富荣沪深300指数增强C,2020-12-31,1.9325,1.9325,2.79,5.98,11.76,17.56,45.38,85.41,172.76,,85.41,93.25,0.00%
009540,兴业睿进混合C,2020-12-31,1.1919,1.1919,2.27,5.98,15.24,18.23,,,,,,19.19,0.00%
001631,天弘中证食品饮料指数A,2020-12-31,3.5660,3.6441,1.29,5.97,17.78,24.99,51.60,92.51,210.52,152.93,92.51,275.3180,0.10%
001632,天弘中证食品饮料指数C,2020-12-31,3.5236,3.6012,1.29,5.97,17.76,24.93,51.45,92.13,209.28,151.37,92.13,270.8651,0.00%
001538,上投摩根科技前沿灵活配置混合,2020-12-31,2.9762,2.9762,1.94,5.97,17.26,19.11,37.85,102.60,236.29,167.88,102.60,197.62,0.15%
004788,富荣沪深300指数增强A,2020-12-31,1.9387,1.9387,2.78,5.97,11.76,17.59,45.45,85.59,173.33,,85.59,93.87,0.12%
009854,中加优势企业混合C,2020-12-31,1.2461,1.2461,1.52,5.97,15.50,26.80,,,,,,24.61,0.00%
002020,国都创新驱动,2020-12-31,1.9010,1.9410,1.88,5.96,13.02,19.79,23.04,48.40,135.86,71.88,48.40,97.6437,0.15%
008328,诺安新兴产业混合,2020-12-31,1.5229,1.5229,2.35,5.96,19.08,22.81,31.36,,,,,52.29,0.15%
519158,新华趋势领航混合,2020-12-31,3.5970,4.0630,2.10,5.95,14.88,19.58,32.10,52.61,140.12,87.83,52.61,349.9928,0.15%
001170,泰达宏利复兴混合,2020-12-31,1.8720,1.8720,1.91,5.94,14.08,19.08,24.47,71.90,161.45,78.63,71.90,87.20,0.15%
001365,大成正向回报灵活配置混合,2020-12-31,1.5330,1.5330,2.34,5.94,17.92,13.89,22.05,84.25,164.77,87.41,84.25,53.30,0.15%
260108,景顺长城新兴成长混合,2020-12-31,3.2840,4.9210,1.83,5.94,20.34,24.96,55.64,85.94,220.15,170.12,85.94,788.0292,0.15%
008260,长城价值优选混合,2020-12-31,1.6905,1.7733,1.74,5.94,17.62,22.73,50.99,,,,,80.5094,0.15%
530019,建信社会责任混合,2020-12-31,3.3420,3.3420,2.17,5.93,13.13,20.82,35.91,63.82,105.16,54.58,63.82,234.20,0.15%
000939,中银研究精选灵活配置混合,2020-12-31,1.3570,2.0150,1.50,5.93,14.51,19.62,32.79,100.53,217.41,161.01,100.53,132.2335,0.15%
008180,同泰慧利混合A,2020-12-31,1.1955,1.1955,2.05,5.93,6.06,14.99,,,,,,19.55,0.15%
519181,万家和谐增长混合,2020-12-31,1.5897,3.5704,2.41,5.92,10.08,28.82,38.55,69.82,158.36,93.04,69.82,340.2721,0.15%
530003,建信优选成长混合A,2020-12-31,3.0451,4.7351,1.89,5.92,14.46,20.24,36.12,56.27,123.67,83.87,56.27,689.7733,0.15%
008181,同泰慧利混合C,2020-12-31,1.1931,1.1931,2.05,5.92,6.03,14.88,,,,,,19.31,0.00%
270007,广发大盘成长混合,2020-12-31,2.3246,2.4960,1.96,5.91,19.52,25.21,49.02,87.83,198.19,121.25,87.83,165.2124,0.15%
519959,长信多利混合,2020-12-31,2.3846,2.5946,2.09,5.91,17.93,24.04,43.74,82.87,184.78,142.36,82.87,178.2349,0.15%
003984,嘉实新能源新材料股票A,2020-12-31,2.8199,2.8199,1.80,5.91,18.04,34.90,56.27,108,235.86,143.03,108,181.99,0.15%
005660,嘉实资源精选股票A,2020-12-31,2.2336,2.2336,1.81,5.91,14.36,32.68,64.40,75.36,127.15,,75.36,123.36,0.15%
006759,银河乐活优萃混合,2020-12-31,1.8549,1.8549,1.99,5.91,15.42,10.83,12.17,55.59,,,55.59,85.49,0.15%
009651,海富通成长甄选混合A,2020-12-31,1.1282,1.1282,4.55,5.91,14.53,12.83,,,,,,12.82,0.15%
009652,海富通成长甄选混合C,2020-12-31,1.1270,1.1270,4.55,5.91,14.49,12.71,,,,,,12.70,0.00%
009993,嘉实前沿创新混合,2020-12-31,1.1639,1.1639,2.71,5.91,14.62,16.48,,,,,,16.39,0.15%
003985,嘉实新能源新材料股票C,2020-12-31,2.7851,2.7851,1.80,5.90,17.99,34.74,55.88,106.98,233.90,141.11,106.98,178.51,0.00%
002620,中邮未来新蓝筹混合,2020-12-31,2.9620,2.9620,2.81,5.90,10.69,20.65,37.26,71.11,185.63,186.46,71.11,196.20,0.15%
005661,嘉实资源精选股票C,2020-12-31,2.2111,2.2111,1.81,5.90,14.30,32.50,63.99,74.50,125.09,,74.50,121.11,0.00%
006526,鹏华优选回报混合,2020-12-31,1.6472,1.6472,2.03,5.90,14.55,22.55,30.74,53.97,,,53.97,64.72,0.15%
610006,信达澳银产业升级混合,2020-12-31,2.3360,2.8060,3.59,5.89,17.21,28.99,39.96,72.65,164.55,83.94,72.65,233.8667,0.15%
260109,景顺长城内需贰号混合,2020-12-31,2.2150,4.3860,1.84,5.88,20.84,26.14,57.88,86.78,227.70,146.38,86.78,1114.8373,0.15%
000584,新华鑫益灵活配置混合,2020-12-31,4.6640,4.6640,2.06,5.88,14.43,19.25,32.95,72.68,154.17,137.84,72.68,366.40,0.00%
610004,信达澳银中小盘混合,2020-12-31,2.8080,2.8080,3.92,5.88,15.89,28.81,36.38,61.94,162.43,122.68,61.94,180.80,0.15%
590002,中邮核心成长混合,2020-12-31,0.9655,0.9655,2.42,5.88,6.95,15.46,32.24,49.90,93.41,46.07,49.90,-3.45,0.15%
519126,浦银安盛新经济结构混合,2020-12-31,2.7420,2.7420,2.35,5.87,15.11,23.96,39.05,87.55,205.01,98.26,87.55,174.20,0.15%
001616,嘉实环保低碳股票,2020-12-31,3.4080,3.4080,2.22,5.87,17.23,31.53,56.19,113.67,227.69,119.73,113.67,240.80,0.15%
006199,长盛同锦研究精选混合,2020-12-31,1.4356,1.4356,2.42,5.87,4.29,9.30,23.17,26.55,,,26.55,43.56,0.15%
010122,华泰柏瑞优势领航混合A,2020-12-31,1.1380,1.1380,2.07,5.87,15.60,13.77,,,,,,13.80,0.15%
200008,长城品牌优选混合,2020-12-31,2.5477,2.7107,1.71,5.86,18.50,24.53,49.02,73.21,180.22,94.02,73.21,185.3420,0.15%
001144,大成互联网思维混合,2020-12-31,1.6650,1.6650,2.52,5.85,8.68,13.19,29.47,60.25,124.70,77.88,60.25,66.50,0.12%
290004,泰信优质生活混合,2020-12-31,1.2420,2.0557,0.96,5.84,14.11,23.84,36.33,60.42,125.86,58.42,60.42,122.6462,0.15%
006928,长城创业板指数增强C,2020-12-31,2.3123,2.3123,2.66,5.84,15.71,16.51,19.73,79.75,,,79.75,165.9956,0.00%
001879,长城创业板指数增强A,2020-12-31,2.3387,2.3387,2.67,5.84,15.74,16.60,19.92,80.46,169.44,116.35,80.46,133.87,0.15%
008412,长盛竞争优势股票A,2020-12-31,1.0981,1.0981,2.22,5.84,17.52,12.03,,,,,,9.81,0.15%
009707,工银新兴制造混合A,2020-12-31,1.2526,1.2526,2.91,5.84,16.15,24.66,,,,,,25.26,0.15%
010123,华泰柏瑞优势领航混合C,2020-12-31,1.1355,1.1355,2.07,5.84,15.51,13.53,,,,,,13.55,0.00%
010093,西部利得港股通新机遇混合C,2020-12-31,1.1535,1.1535,1.97,5.84,10.48,17.69,,,,,,13.3884,0.00%
008861,西部利得港股通新机遇混合A,2020-12-31,1.1537,1.1537,1.97,5.84,10.49,17.71,,,,,,15.37,0.15%
240011,华宝大盘精选混合,2020-12-31,4.0039,4.3483,1.75,5.83,17.40,25.21,48.82,94.99,215.68,125.62,94.99,381.2561,0.15%
002085,长盛互联网+混合,2020-12-31,1.4350,1.4350,2.35,5.83,4.36,9.29,24.35,26.54,51.69,19.68,26.54,43.50,0.15%
007047,长城核心优势混合,2020-12-31,2.2043,2.2543,1.71,5.83,17.96,22.71,53.14,106.22,,,106.22,131.3792,0.15%
008413,长盛竞争优势股票C,2020-12-31,1.0942,1.0942,2.21,5.83,17.44,11.80,,,,,,9.42,0.00%
009708,工银新兴制造混合C,2020-12-31,1.2508,1.2508,2.90,5.83,16.12,24.54,,,,,,25.08,0.00%
000529,广发竞争优势混合,2020-12-31,4.2550,4.2550,1.92,5.82,19.66,25.74,53.67,95.99,217.54,122.08,95.99,325.50,0.15%
001759,嘉实成长增强混合,2020-12-31,1.7270,1.7270,2.61,5.82,14.83,13.39,24.87,59.91,109.84,43.92,59.91,72.70,0.15%
009954,北信瑞丰优选成长,2020-12-31,1.1522,1.1522,2.45,5.82,14.24,15.23,,,,,,15.22,0.15%
001104,华安新丝路主题股票,2020-12-31,2.6030,2.7120,2.32,5.81,19.84,20.96,40.92,89.56,215.28,167.06,89.56,172.40,0.15%
001030,天弘云端生活优选,2020-12-31,1.5018,1.5018,2.12,5.81,13.51,24.88,49.03,60.98,146.68,84.29,60.98,50.18,0.15%
001692,南方国策动力,2020-12-31,2.2950,2.3250,2.41,5.81,14.41,11.41,26.94,65.82,171.60,115.70,65.82,135.0839,0.15%
090015,大成内需增长混合A,2020-12-31,5.1050,5.1050,2.14,5.80,12.64,15.08,31.54,66.07,147.46,87.96,66.07,410.50,0.15%
001878,嘉实沪港深精选股票,2020-12-31,2.3550,2.4230,1.46,5.80,12.57,24.41,37.72,45.28,102.84,41.01,45.28,146.1988,0.15%
501090,华宝中证消费龙头指数(LOF)A,2020-12-31,1.6995,1.6995,2.33,5.80,12.18,22.41,51.57,69.95,,,69.95,69.95,0.10%
009329,华宝中证消费龙头指数(LOF)C,2020-12-31,1.6971,1.6971,2.33,5.80,12.16,22.33,51.38,,,,,83.8280,0.00%
180012,银华富裕主题混合,2020-12-31,6.7316,7.6846,1.61,5.79,20.87,21.79,37.18,87.78,205.87,137.19,87.78,1265.0849,0.15%
162102,金鹰中小盘精选混合,2020-12-31,1.3286,3.3813,3.22,5.79,-1.40,-2.45,0.74,28.52,79.59,47.32,28.52,589.0603,0.15%
004805,长信消费精选量化股票,2020-12-31,2.1481,2.1481,1.89,5.79,17.54,18.22,39.42,75.93,151.77,,75.93,114.81,0.15%
005927,创金合信新能源汽车股票A,2020-12-31,2.1579,2.1579,2.79,5.79,27.08,50.53,62.68,96.62,138.89,,96.62,115.79,0.15%
260104,景顺长城内需增长混合,2020-12-31,13.8350,15.7010,1.89,5.78,19.89,25.64,59.57,89.41,230.15,155.55,89.41,2569.4278,0.15%
001677,中银战略新兴产业股票A,2020-12-31,2.6370,2.6370,2.33,5.78,18.25,16.68,29.52,66.16,161.87,98.12,66.16,163.70,0.15%
003886,汇安丰利混合A,2020-12-31,1.5885,1.8596,2.93,5.78,15.04,14.57,25.45,71.31,100.06,46.91,71.31,94.0658,0.15%
003887,汇安丰利混合C,2020-12-31,1.5583,1.8274,2.93,5.78,15.03,14.54,25.39,71.15,100.21,48.70,71.15,90.6216,0.00%
005928,创金合信新能源汽车股票C,2020-12-31,2.1166,2.1166,2.79,5.78,27.02,50.27,62.12,95.28,135.57,,95.28,111.66,0.00%
009795,嘉实远见精选两年持有期混合,2020-12-31,1.1042,1.1042,2.23,5.77,13.38,12.55,,,,,,10.42,1.50%
165516,信诚周期轮动混合(LOF),2020-12-31,4.5160,5.6550,2.54,5.76,18.77,31.97,59.59,111.13,247.22,146.52,111.13,547.2519,0.15%
519089,新华优选成长混合,2020-12-31,2.3758,3.7324,1.98,5.76,14.43,19.46,33.30,70.94,145.75,129.17,70.94,525.2338,0.15%
020009,国泰金鹏蓝筹混合,2020-12-31,1.6150,3.2420,2.22,5.76,9.94,16.35,30.77,57.41,125.87,57.13,57.41,569.4653,0.15%
002512,长城久润混合,2020-12-31,1.7007,1.7007,2.21,5.76,16.30,15.11,12.66,48.43,66.15,65.60,48.43,70.07,0.15%
005825,申万菱信智能驱动股票,2020-12-31,2.7678,2.7678,2.79,5.75,11.42,18.35,31.61,69.40,201.80,,69.40,176.78,0.15%
160605,鹏华中国50混合,2020-12-31,3.0420,5.4120,1.98,5.74,17.45,25.19,44.65,85.04,224.65,125,85.04,1349.2597,0.15%
002417,招商丰盛稳定增长混合C,2020-12-31,2.1930,2.1930,1.86,5.74,16.40,16.96,23.97,58.11,97.57,77.71,58.11,83.9765,0.15%
010812,中银战略新兴产业股票C,2020-12-31,2.6350,2.6350,2.29,5.74,,,,,,,,14.5652,0.00%
000654,华商新锐产业混合,2020-12-31,1.6980,1.7180,2.97,5.73,9.06,11.49,26.72,35.95,86.80,59.59,35.95,72.8761,0.15%
959991,兴证资管金麒麟领先优势一年持有混合A,2020-12-31,1.5608,1.5608,2.05,5.73,10.40,22.60,39.28,,,,,48.1960,0.12%
008056,南方上证50增强A,2020-12-31,1.4783,1.4783,1.92,5.73,11.65,18.44,37.57,,,,,47.83,0.15%
000751,嘉实新兴产业股票,2020-12-31,5.3930,5.3930,2.24,5.72,15.46,14.11,23.95,76.59,212.09,149.21,76.59,439.30,0.15%
001437,易方达瑞享混合I,2020-12-31,2.4040,2.4040,2.47,5.72,10.63,8.09,20.02,62.21,143.57,81.30,62.21,140.40,0.06%
660012,农银消费主题混合A,2020-12-31,5.2549,5.3349,1.84,5.72,16.25,23.85,47,105.70,189.97,99.89,105.70,464.8452,0.15%
006392,中信保诚创新成长混合,2020-12-31,2.5299,2.5299,3.12,5.72,12.21,19.28,37.52,100.93,,,100.93,152.99,0.15%
006713,前海开源MSCI中国A股消费C,2020-12-31,2.3128,2.3128,2.20,5.72,12.64,20.91,39.80,68.72,,,68.72,131.28,0.00%
006712,前海开源MSCI中国A股消费A,2020-12-31,2.3222,2.3222,2.20,5.72,12.66,20.97,39.93,69.06,,,69.06,132.22,0.12%
008057,南方上证50增强C,2020-12-31,1.4742,1.4742,1.92,5.72,11.61,18.33,37.29,,,,,47.42,0.00%
007141,嘉合稳健增长混合A,2020-12-31,1.2788,1.2788,2.45,5.72,17.47,26.74,,,,,,27.88,0.15%
110022,易方达消费行业股票,2020-12-31,5.2740,5.2740,1.60,5.71,16.81,29.17,55.39,72.52,195.63,126.25,72.52,427.40,0.15%
007142,嘉合稳健增长混合C,2020-12-31,1.2757,1.2757,2.45,5.71,17.42,26.56,,,,,,27.57,0.00%
009878,平安低碳经济混合A,2020-12-31,1.2085,1.2085,1.97,5.71,21.31,23.73,,,,,,20.85,0.12%
000592,建信改革红利股票,2020-12-31,4.9360,4.9360,2.90,5.70,18.28,32.40,56.75,101.88,224.52,115.36,101.88,393.60,0.15%
000994,建信睿盈灵活配置混合A,2020-12-31,1.6120,1.6120,2.22,5.70,10.79,17.75,30.42,52.36,92.82,50.23,52.36,61.20,0.15%
001438,易方达瑞享混合E,2020-12-31,1.9650,1.9650,2.50,5.70,10.58,8.03,19.89,61.86,142.59,80.28,61.86,96.50,0.00%
160421,华安智增精选混合,2020-12-31,2.0501,2.0501,1.98,5.70,11.35,27.68,41.01,54.97,172.37,114.76,54.97,105.01,0.15%
080012,长盛电子信息产业混合,2020-12-31,2.2820,3.4990,3.02,5.70,5.75,9.98,15.37,54.78,131.74,55.06,54.78,387.0390,0.15%
000173,汇添富美丽30混合,2020-12-31,3.4320,3.6840,2.63,5.70,9.75,8.13,19.13,45.05,102.48,54.57,45.05,283.4923,0.15%
519017,大成积极成长混合,2020-12-31,1.7640,3.7150,2.02,5.69,10.18,13.73,27.55,60.02,153.53,81.95,60.02,403.7245,0.15%
540002,汇丰晋信龙腾混合,2020-12-31,2.0684,4.2044,2.22,5.69,11.61,12.32,17.77,42.56,93.49,51.12,42.56,715.3676,0.15%
001167,金鹰科技创新股票,2020-12-31,1.1150,1.1150,2.01,5.69,13.31,18.87,28.01,61.36,126.63,61.59,61.36,11.50,0.15%
004112,创金合信国企活力混合,2020-12-31,1.5050,1.5250,2.24,5.69,9.53,21.55,31.83,48.77,81.89,50.24,48.77,52.7907,0.15%
008949,平安匠心优选混合A,2020-12-31,1.3034,1.5404,1.98,5.69,19.77,20.14,32.97,,,,,57.5852,0.15%
009879,平安低碳经济混合C,2020-12-31,1.2047,1.2047,1.96,5.69,21.23,23.48,,,,,,20.47,0.00%
000530,招商丰盛稳定增长混合A,2020-12-31,2.1970,2.1970,1.81,5.68,16.37,17.05,24.19,58.86,99.36,80.23,58.86,119.70,0.15%
001540,浙商汇金转型驱动,2020-12-31,1.4320,1.4320,2.14,5.68,13.47,17.86,23.34,70.88,141.48,82.19,70.88,43.20,0.15%
370027,上投摩根智选30混合,2020-12-31,3.6634,3.9724,2.18,5.68,15.20,19.72,42.10,101.29,242.95,117.14,101.29,329.7213,0.15%
004350,汇丰晋信价值先锋股票,2020-12-31,1.9394,1.9394,3.13,5.68,2.99,10.93,25.55,38.42,95.43,,38.42,93.94,0.15%
008950,平安匠心优选混合C,2020-12-31,1.2951,1.5301,1.98,5.68,19.69,19.89,32.45,,,,,56.5104,0.00%
003238,新华外延增长主题灵活配置混合,2020-12-31,2.4957,2.4957,2.75,5.67,11.93,30.26,34.86,76.39,213.33,162.40,76.39,149.57,0.15%
000995,建信睿盈灵活配置混合C,2020-12-31,1.5280,1.5280,2.21,5.67,10.72,17.54,29.93,51.14,89.81,46.78,51.14,52.80,0.00%
007056,银华积极精选混合,2020-12-31,1.9729,1.9729,2.58,5.66,15.42,18.47,33.81,78.93,,,78.93,97.2703,0.15%
690011,民生加银积极成长混合发起式,2020-12-31,2.9370,2.9370,2.58,5.65,16.18,20.86,45.83,69.77,152.54,111.75,69.77,193.70,0.15%
730001,方正富邦创新动力混合A,2020-12-31,1.5510,2.3010,3.11,5.65,4.25,0.01,3.61,17.54,65.18,27.34,17.54,140.1977,0.15%
530006,建信核心精选混合,2020-12-31,3.0830,4.1970,2.02,5.65,10.07,21.19,43.20,72.70,186.07,112.79,72.70,616.3157,0.15%
001359,国联安添鑫灵活配置混合A,2020-12-31,2.0207,2.0507,2.32,5.65,12.11,18.54,41.04,67.37,138.15,85.39,67.37,108.0543,0.15%
002577,南方新兴混合,2020-12-31,1.5890,1.5890,2.45,5.65,13.91,11.27,24.53,62.64,155.06,111.02,62.64,58.90,0.15%
002180,中银移动互联灵活配置混合,2020-12-31,1.85,1.85,1.48,5.65,16.21,20.52,32.24,79.44,158.74,85.19,79.44,85,0.15%
005612,嘉实核心优势股票发起式,2020-12-31,1.9103,1.9103,1.78,5.65,10.18,22.58,39.17,64.75,136.95,,64.75,91.03,0.15%
006736,国投瑞银先进制造混合,2020-12-31,2.7667,2.7667,2.20,5.65,20.07,30.57,44.99,101.52,,,101.52,176.67,0.15%
005347,诺德量化优选6个月持有期混合,2020-12-31,1.0657,1.0657,2.08,5.65,14.74,12.29,,,,,,6.57,0.15%
002011,华夏红利混合,2020-12-31,3.6710,6.1440,2.66,5.64,14.68,23.19,34.12,52.51,102.37,51.95,52.51,1282.5646,0.15%
001363,长城久惠灵活配置混合,2020-12-31,1.6271,1.6271,1.83,5.64,9.72,15.30,29.80,45.34,56.38,59.52,45.34,62.71,0.15%
